CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason
2406,1,0,0,936,91024,514,34.168686,-118.057505,1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2300,1,1,100,5444,19
1269,1,0,0,1029,91042,582,34.296574,-118.244839,0,0,1,1,2,1,2,1,0,0,2,2,2,2,0,1,2,104.4,2066,1,1,83,4690,10
475,1,0,0,748,91103,511,34.167465,-118.165327,0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,0,94.85,4239,1,1,80,4328,14
1818,1,0,0,748,91106,486,34.139402,-118.128658,0,1,0,1,15,1,2,1,0,0,0,0,0,0,0,1,3,74.45,277,1,1,99,5717,11
1398,1,0,0,748,91107,505,34.159007,-118.087353,0,1,0,1,7,1,0,1,2,0,0,0,0,0,0,0,0,76.45,4260,1,1,81,4419,9
4476,1,0,0,371,91202,513,34.167926,-118.267539,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,29.95,2507,1,1,95,4534,12
6592,1,0,0,371,91204,478,34.136306,-118.26036,1,0,0,1,8,1,2,1,0,0,0,0,0,2,0,0,0,84.5,5278,1,1,86,2152,8
1288,1,0,0,371,91206,507,34.162515,-118.203869,0,0,0,1,13,1,0,1,0,2,2,0,0,0,0,1,2,79.25,216,1,1,73,5142,17
692,1,0,0,371,91207,526,34.182378,-118.262922,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,2044,1,1,94,4851,18
1695,1,0,0,149,91304,550,34.224377,-118.632656,1,0,1,1,6,1,0,1,0,2,2,0,0,2,0,1,2,91,4440,1,1,94,2283,19
884,1,0,0,630,91345,570,34.266389,-118.459744,1,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,2,79.9,5974,1,1,98,3394,10
5558,1,0,0,901,91350,618,34.502432,-118.41459,0,0,0,1,19,1,0,1,2,0,2,2,2,2,0,1,2,106.6,1536,1,1,71,3764,14
5567,1,0,0,983,91352,552,34.231053,-118.338307,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46,6174,1,1,76,2667,7
6621,1,0,0,968,91381,591,34.364153,-118.615583,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,2329,1,1,67,2227,7
507,1,0,0,743,91402,549,34.223768,-118.445461,1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,1326,1,1,82,3394,7
1521,1,0,0,1053,91411,524,34.17847,-118.459472,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,55.2,4560,1,1,81,3638,15
6313,1,0,0,121,91504,546,34.213049,-118.317651,1,0,0,1,1,1,0,1,2,0,0,0,0,2,0,1,3,84.6,6175,1,1,66,2484,16
861,1,0,0,688,91601,515,34.1692,-118.372498,1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,269,1,1,81,2556,17
54,1,0,0,688,91605,543,34.207295,-118.400022,0,1,0,1,11,1,0,1,0,2,0,0,2,2,0,1,2,95,231,1,1,85,5980,18
7012,1,0,0,229,91722,444,34.097345,-117.906736,1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,146,1,1,86,4616,19
207,1,0,0,229,91723,434,34.084747,-117.886844,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,48.55,4051,1,1,77,5687,10
3232,1,0,0,292,91731,431,34.079934,-118.046695,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.4,864,1,1,75,5687,14
6700,1,0,0,292,91732,424,34.074492,-118.01462,1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,2,40.2,3414,1,1,65,5828,11
3504,1,0,0,499,91744,377,34.031441,-117.936436,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,44.6,6021,1,1,99,4884,9
5171,1,0,0,499,91746,384,34.038983,-117.991372,1,1,0,0,3,0,1,0,0,0,2,0,0,2,0,1,2,41.15,583,1,1,96,2314,12
2523,1,0,0,853,91748,336,33.976753,-117.897367,1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,660,1,1,84,2494,8
4481,1,0,0,714,91762,403,34.057256,-117.667677,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,3,19.35,196,1,1,83,5084,17
3063,1,0,0,714,91764,423,34.074087,-117.605618,0,1,0,0,16,1,0,1,0,0,0,2,2,2,0,1,2,94.45,930,1,1,81,3810,18
4517,1,0,0,792,91766,386,34.042286,-117.756106,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.8,2044,1,1,73,5087,19
4207,1,0,0,792,91768,419,34.067932,-117.785168,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.6,5513,1,1,69,3338,10
4562,1,0,0,849,91770,413,34.065108,-118.082791,1,0,1,0,5,1,2,1,0,2,0,2,0,0,0,1,2,85.4,3422,1,1,80,3676,14
3127,1,0,0,870,91773,452,34.102119,-117.815532,0,0,1,0,52,1,2,1,0,2,2,0,2,2,0,1,2,105.05,4658,1,1,65,4839,7
6698,1,0,0,1079,91791,407,34.061634,-117.893169,1,0,1,0,18,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1306,1,1,68,4643,7
3967,1,0,0,12,91803,426,34.074736,-118.145959,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70,5501,1,1,97,4094,7
2436,1,0,0,16,91901,52,32.827184,-116.703729,1,1,0,0,8,1,0,1,0,2,0,0,0,0,0,1,2,74.5,4955,1,1,80,4345,15
2504,1,0,0,100,91902,12,32.67117,-117.00232,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,44.85,3698,1,1,83,4061,16
5334,1,0,0,106,91905,14,32.677097,-116.304991,1,1,0,0,24,1,2,1,0,0,0,0,0,0,0,1,2,76.1,1213,1,1,98,2018,17
4535,1,0,0,399,91931,60,32.857946,-116.561917,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,3,73.6,5668,1,1,80,2565,18
5757,1,0,0,461,91934,10,32.649787,-116.2237,0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,95.45,3387,1,1,85,3677,19
163,1,0,0,655,91948,54,32.830852,-116.444601,1,1,1,0,32,1,2,1,0,0,0,0,0,0,0,1,2,74.9,1943,1,1,69,4105,10
5355,1,0,0,104,92004,93,33.200369,-116.192313,1,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,2,80.6,3547,1,1,69,5715,14
1593,1,0,0,158,92009,84,33.098018,-117.258203,0,0,1,0,38,1,0,0,2,2,0,2,2,2,1,0,1,80.3,2658,1,1,81,2071,11
1961,1,0,0,251,92014,67,32.948262,-117.256086,1,1,1,0,24,1,0,1,0,0,2,0,2,2,0,1,2,93.15,1867,1,1,73,2212,9
3542,1,0,0,287,92020,44,32.79697,-116.969082,0,1,0,0,54,1,2,0,2,2,0,2,2,2,1,0,0,82.45,3700,1,1,83,4149,12
4107,1,0,0,308,92029,82,33.079834,-117.134275,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,708,1,1,73,2671,8
75,1,0,0,706,92057,98,33.254497,-117.285879,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,73.85,4306,1,1,67,2473,17
1985,1,0,0,733,92059,108,33.384345,-117.072619,0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,3,80.6,988,1,1,92,2683,18
3020,1,0,0,741,92060,101,33.309852,-116.823091,1,0,1,0,68,1,2,0,0,2,2,2,0,2,1,1,0,75.8,4426,1,1,81,4903,19
4738,1,0,0,752,92061,102,33.313828,-116.940501,0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4031,1,1,91,5250,10
924,1,0,0,809,92066,94,33.215251,-116.53633,1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,5270,1,1,98,4352,14
1370,1,0,0,1048,92082,97,33.25283,-116.986079,0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,90.4,1169,1,1,76,4157,7
126,1,0,0,869,92103,33,32.747484,-117.166877,1,0,1,0,4,1,2,1,0,2,2,0,0,0,0,1,0,84.8,3201,1,1,73,4939,7
428,1,0,0,869,92104,30,32.741499,-117.127409,0,1,0,0,21,0,1,0,2,0,0,0,2,0,0,1,2,41.9,6180,1,1,97,4778,7
3191,1,0,0,869,92105,32,32.741859,-117.090353,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,6194,1,1,85,3598,15
6392,1,0,0,869,92108,39,32.774046,-117.142454,1,1,1,0,27,0,1,0,2,0,0,0,0,0,0,0,1,30.75,6040,1,1,91,2927,16
683,1,0,0,869,92116,37,32.765299,-117.122565,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,4173,1,1,98,5383,17
159,1,0,0,869,92122,59,32.85723,-117.209774,1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.65,1358,1,1,73,3878,18
6762,1,0,0,869,92129,69,32.961064,-117.134917,0,0,1,0,25,1,2,1,0,0,2,2,2,2,0,1,0,104.95,2222,1,1,66,3642,19
4904,1,0,0,869,92154,1,32.578103,-117.012975,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,50.65,4232,1,1,76,2431,7
3655,1,0,0,452,92201,165,33.713891,-116.237257,1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,90.85,6327,1,1,81,3424,14
3453,1,0,0,451,92210,121,33.537646,-116.291089,1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,1761,1,1,80,5888,11
363,1,0,0,735,92211,194,33.762759,-116.324817,0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,85.45,4120,1,1,100,5502,9
4677,1,0,0,258,92240,318,33.948558,-116.516976,0,0,0,0,34,1,0,1,0,2,0,0,0,0,0,1,1,73.95,2181,1,1,94,5795,12
670,1,0,0,430,92250,50,32.811001,-115.152865,1,0,1,0,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,5523,1,1,80,4020,8
3366,1,0,0,681,92257,105,33.345825,-115.596574,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,1492,1,1,92,3351,17
5666,1,0,0,689,92258,288,33.906496,-116.569499,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,1486,1,1,95,3448,18
217,1,0,0,707,92259,21,32.698964,-115.886656,1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,1965,1,1,73,2818,19
391,1,0,0,920,92273,43,32.790282,-115.689559,0,0,1,0,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1406,1,1,88,3804,10
3950,1,0,0,1009,92274,120,33.53604,-116.119222,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,5769,1,1,67,4902,14
6399,1,0,0,2,92301,636,34.667815,-117.536183,0,0,1,0,61,1,0,2,1,1,1,1,1,1,0,1,3,19.4,340,1,1,82,4221,7
2052,1,0,0,32,92307,623,34.55082,-117.122396,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.4,4345,1,1,68,2887,7
5505,1,0,0,233,92325,564,34.248061,-117.29028,0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,5156,1,1,84,4105,7
2882,1,0,0,241,92327,651,34.875144,-116.821698,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,5447,1,1,73,2792,2
155,1,0,0,574,92338,637,34.702766,-116.093376,0,0,1,0,28,1,0,1,0,0,0,0,0,2,0,1,2,81.05,1859,1,1,98,5201,2
602,1,0,0,573,92356,621,34.508417,-116.856103,1,0,1,0,4,1,2,1,0,0,2,0,2,2,0,0,2,101.15,3297,1,1,84,4417,2
2688,1,0,0,576,92358,556,34.238162,-117.534306,1,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,99.8,5337,1,1,98,2031,2
3243,1,0,0,763,92371,606,34.441123,-117.537886,0,0,1,0,13,1,0,0,0,0,0,0,0,2,0,0,2,55.95,5689,1,1,91,4498,2
2505,1,0,0,822,92373,355,34.003243,-117.138286,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55,4558,1,1,71,4877,2
6615,1,0,0,830,92377,503,34.156758,-117.404686,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,5723,1,1,80,5980,2
1618,1,0,0,854,92382,529,34.186211,-117.07683,1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1432,1,1,77,4418,2
190,1,0,0,1000,92389,726,35.824572,-116.274755,1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,96.1,3856,1,1,66,4192,2
4416,1,0,0,1057,92392,614,34.486835,-117.362274,0,0,0,0,15,1,0,1,0,0,0,0,0,0,0,0,0,69,6520,1,1,73,5671,2
304,1,0,0,1118,92397,588,34.358321,-117.618263,0,0,1,0,48,0,1,0,2,0,2,0,0,2,0,1,0,45.3,1763,1,1,65,4926,17
4215,1,0,0,865,92401,455,34.105935,-117.2914,0,0,1,0,8,1,0,1,0,2,0,0,2,0,0,1,2,83.55,5384,1,1,65,2879,18
5936,1,0,0,865,92410,456,34.106922,-117.297553,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,5718,1,1,93,2814,19
261,1,0,0,844,92503,279,33.890046,-117.455583,0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,1,2,74.4,711,1,1,77,4263,10
5832,1,0,0,844,92506,306,33.930931,-117.361788,1,0,0,0,22,0,1,0,0,2,2,0,0,2,1,1,0,43.75,6333,1,1,66,3099,14
4424,1,0,0,844,92509,357,34.004379,-117.447864,0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,28.45,568,1,1,89,4099,11
5528,1,0,0,589,92518,275,33.888323,-117.277533,0,0,0,0,12,1,2,1,2,2,2,0,0,2,0,1,0,99.7,436,1,1,76,2538,9
3981,1,0,0,419,92544,143,33.644585,-116.871544,0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,94.1,1315,1,1,87,2666,12
5129,1,0,0,431,92548,192,33.761894,-117.120868,1,0,1,0,2,1,0,1,0,0,0,2,2,2,0,1,2,94.2,1155,1,1,72,3715,7
3241,1,0,0,446,92549,190,33.755039,-116.741796,0,0,1,0,6,1,2,1,0,0,0,2,0,0,0,1,2,80.5,4252,1,1,98,5032,17
4221,1,0,0,647,92557,329,33.970661,-117.255039,0,1,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,74.35,2897,1,1,82,5273,18
6624,1,0,0,662,92563,128,33.581045,-117.14719,1,0,0,0,40,1,2,1,0,0,2,2,2,2,0,0,0,104.8,3525,1,1,88,3492,19
157,1,0,0,759,92571,233,33.828289,-117.201666,0,1,1,0,27,1,0,1,2,0,0,0,0,0,0,1,0,75.2,1527,1,1,99,4517,10
4843,1,0,0,982,92586,163,33.707483,-117.200006,0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,75.6,1280,1,1,81,2115,14
5955,1,0,0,982,92587,160,33.69887,-117.25071,1,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3017,1,1,72,2568,7
6539,1,0,0,457,92612,142,33.643095,-117.810896,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85,6206,1,1,80,5679,7
923,1,0,0,511,92630,144,33.644849,-117.684254,1,0,0,0,10,1,2,1,0,0,0,0,2,0,0,1,0,86.05,6154,1,1,85,2966,7
1942,1,0,0,441,92646,149,33.666301,-117.969501,1,0,0,0,13,0,1,0,2,0,0,2,2,0,0,1,1,45.55,4892,1,1,74,4856,15
4963,1,0,0,441,92648,153,33.679659,-118.016195,1,0,1,0,39,1,0,1,0,2,0,0,2,0,0,1,3,86.3,2843,1,1,98,3364,16
3765,1,0,0,676,92661,130,33.601309,-117.902304,1,0,0,0,32,1,2,1,0,2,0,0,0,0,0,1,0,80.35,2245,1,1,92,5974,2
641,1,0,0,898,92701,183,33.748478,-117.858918,0,0,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.25,3057,1,1,72,2744,4
3304,1,0,0,898,92707,166,33.714829,-117.872941,1,0,1,0,56,1,2,1,0,2,0,0,2,2,1,0,1,100.3,4650,1,1,67,5170,5
837,1,0,0,23,92805,237,33.830209,-117.906099,0,0,1,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19,1963,1,1,72,3535,3
2533,1,0,0,23,92806,244,33.83796,-117.870494,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,3,75.3,5769,1,1,87,3244,2
1980,1,0,0,23,92807,252,33.848733,-117.788357,0,1,0,0,4,1,2,1,0,0,2,0,2,0,0,1,2,89.2,2992,1,1,74,5808,2
3681,1,0,0,110,92823,300,33.924143,-117.79387,0,1,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,85.7,6213,1,1,66,4880,4
489,1,0,0,684,92860,301,33.925833,-117.559639,0,0,0,0,12,1,2,0,2,0,2,2,0,0,0,1,3,61.65,5593,1,1,67,5670,4
2389,1,0,0,1120,92887,271,33.884073,-117.732197,0,1,1,0,65,1,2,1,2,0,2,0,2,2,0,0,0,105.25,5368,1,1,91,4196,4
4636,1,0,0,1055,93001,589,34.360261,-119.306383,1,0,1,0,9,0,1,0,0,2,0,0,0,0,0,1,2,29.95,2129,1,1,83,2573,5
3344,1,0,0,1055,93003,576,34.279221,-119.221437,0,0,1,0,9,1,0,0,2,2,2,2,0,0,0,0,3,65,5280,1,1,76,3983,5
682,1,0,0,795,93041,460,34.110124,-119.100972,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,0,20,666,1,1,100,4479,5
3177,1,0,0,981,93067,599,34.420998,-119.60137,1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,90.05,3876,1,1,96,5059,3
3597,1,0,0,899,93101,598,34.419203,-119.710008,1,1,1,0,43,1,2,1,0,2,2,2,2,2,0,1,0,110.75,3965,1,1,65,2728,3
5123,1,0,0,899,93110,603,34.437945,-119.77191,0,0,1,0,65,1,2,1,0,2,2,0,2,2,0,1,2,105.5,5491,1,1,89,5720,2
3468,1,0,0,15,93201,733,35.869626,-119.498771,1,1,1,0,56,1,2,1,2,0,2,0,2,2,1,1,0,104.55,4778,1,1,91,6268,4
110,1,0,0,38,93202,766,36.315979,-119.710852,1,0,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,85.25,6228,1,1,75,3573,5
3195,1,0,0,50,93204,735,35.916943,-120.129921,0,0,1,0,43,1,0,0,0,0,0,0,2,0,0,0,2,56.15,2146,1,1,65,2152,7
663,1,0,0,98,93205,706,35.523991,-118.400432,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.55,6302,1,1,99,4996,2
1114,1,0,0,143,93208,747,36.057458,-118.591951,1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,1474,1,1,84,5604,2
606,1,0,0,204,93210,753,36.186867,-120.387793,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7,3822,1,1,95,2295,4
4000,1,0,0,253,93215,724,35.772244,-119.209689,0,1,0,0,2,1,2,1,0,2,0,0,0,2,0,0,2,89.5,1068,1,1,80,2065,4
6745,1,0,0,283,93219,730,35.858054,-119.305858,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,69.55,1854,1,1,87,2876,4
1360,1,0,0,313,93221,763,36.301689,-119.018233,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,3,74.6,5722,1,1,94,3860,5
2918,1,0,0,322,93224,679,35.215731,-119.57013,0,1,0,0,8,1,0,2,1,1,1,1,1,1,0,0,2,19.65,1112,1,1,83,5432,5
3113,1,0,0,443,93234,755,36.217864,-120.080117,1,0,1,0,2,1,0,2,1,1,1,1,1,1,1,0,3,19.85,3036,1,1,68,2362,5
4007,1,0,0,477,93238,729,35.852892,-118.397782,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,3,24.25,6465,1,1,93,2038,3
5337,1,0,0,531,93244,780,36.462671,-118.997291,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,69.65,834,1,1,80,2323,3
2711,1,0,0,538,93247,754,36.205465,-119.085807,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,45.65,1508,1,1,78,2864,2
2292,1,0,0,590,93252,642,34.737031,-119.460557,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,75.05,5767,1,1,78,4838,4
559,1,0,0,715,93255,718,35.676978,-118.101378,1,1,0,0,52,0,1,0,0,2,0,0,2,2,0,1,2,49.15,2208,1,1,90,5597,5
557,1,0,0,800,93260,731,35.861928,-118.636698,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,2,34.7,5041,1,1,65,3146,3
998,1,0,0,924,93263,704,35.490705,-119.286833,1,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,2,80,6013,1,1,88,2046,2
